Mã KH,LSX,PI,Mô tả Sản Phẩm,LOẠI ĐÁ,Kích thước ,L,L2,W,W2,H,H2,CÁCH GIA CÔNG,KHU VỰC,ỨNG DỤNG,Đơn giá,usd_pc,usd_m2,usd_m3,usd_ton,Pcs
,,,,,,,0.0,,0.0,,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
X39,040121 (02/A-X399/21),02/A-X399/21 (12 204),"Đá nắp tường rào Bazan (Đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100304,100,0.0,30.0,0.0,4.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,16.56,55.2,1380,467.7966102,75.0
X39,040121 (02/A-X399/21),02/A-X399/21 (12 204),"Đá nắp tường rào Bazan (Đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100404,100,0.0,40.0,0.0,4.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,22.08,55.2,1380,467.7966102,50.0
X39,040121 (02/A-X399/21),02/A-X399/21 (12 204),"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,17.2,68.8,860,291.5254237,220.0
X39,040121 (02/A-X399/21),02/A-X399/21 (12 204),"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,150258,150,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,27.6,73.6,920,311.8644068,160.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá cubic Bazan  
Mặt đốt + xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,10106,10,0.0,10.0,0.0,6.0,0.0,ĐỐT XỊT,3.0,CUBE,,0.365,36.5,608.3333333,229.1274325,16200.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá nắp tường rào Bazan  
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100303,100,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,14.4,48,1600,542.3728814,210.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá nắp tường rào Bazan  
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100254,100,0.0,25.0,0.0,4.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,14.3,57.2,1430,484.7457627,50.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá nắp tường rào Bazan  
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100304,100,0.0,30.0,0.0,4.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,17.16,57.2,1430,484.7457627,100.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá cây bazan (Đá đen Đắk Nông)  Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,50258,50,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,8.6,68.8,860,291.5254237,96.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá cây bazan (Đá đen Đắk Nông)  Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,75258,75,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,13.6,72.53333333,906.6666666,307.3446328,224.0
X34,070221 (01/A-X34/21),01/A-X34/21 ,"Đá lát Granite Xám G654 
Mặt đốt, cạnh cưa (tham khảo hình bên dưới, các kích thước còn lại tương tự) ",GRANITE XÁM,50203,50,0.0,20.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,TILE,,2.6,26,866.6666667,298.8505747,89.0
X34,070221 (01/A-X34/21),01/A-X34/21 ,"Đá lát Granite Xám G654 
Mặt đốt, cạnh cưa (tham khảo hình bên dưới, các kích thước còn lại tương tự) ",GRANITE XÁM,70203,70,0.0,20.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,TILE,,3.64,26,866.6666667,298.8505747,89.0
X34,070221 (01/A-X34/21),01/A-X34/21 ,"Đá lát Granite Xám G654 
Mặt đốt, cạnh cưa (tham khảo hình bên dưới, các kích thước còn lại tương tự) ",GRANITE XÁM,90203,90,0.0,20.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,SLAB,,4.68,26,866.6666667,298.8505747,89.0
X17,fill up,,"Đá cubic bazan (đá đen Daknong) Mặt đốt chải, xịt nước, đáy cưa, các cạnh còn lại chẻ tay.",BAZAN ĐEN,10108,10,0.0,10.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,CUBE,,0.464,46.4,580,218.4557439,1400.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá ốp bậc thang Bazan (đá đen Đắk Nông) - Mặt đốt, xịt nước, 1 cạnh dài honed, mép trên và dưới của cạnh honed vạt 3mm/45o",BAZAN ĐEN,120353,120,0.0,35.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,STEP,,18.48,44,1466.666667,497.1751412,300.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá ốp bậc thang Bazan (đá đen Đắk Nông) - Mặt đốt, xịt nước, 1 cạnh dài honed, mép trên và dưới của cạnh honed vạt 3mm/45o",BAZAN ĐEN,160353,160,0.0,35.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,STEP,,29.34,52.39285714,1746.428571,592.0096852,264.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá ốp bậc thang Bazan (đá đen Đắk Nông) - Mặt honed và các cạnh còn lại cưa, vạt nhẹ chống mẻ",BAZAN ĐEN,12014.53,120,0.0,14.5,0.0,3.0,0.0,HONE,1.0,STEP,,6.57372,37.78,1259.333333,426.8926554,300.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá ốp bậc thang Bazan (đá đen Đắk Nông) - Mặt honed và các cạnh còn lại cưa, vạt nhẹ chống mẻ",BAZAN ĐEN,16014.53,160,0.0,14.5,0.0,3.0,0.0,HONE,1.0,STEP,,10.47016,45.13,1504.333333,509.9435028,264.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá nắp tường rào Bazan (đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100253,100,0.0,25.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,WALL_COVERING,,12.6,50.4,1680,569.4915254,96.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá nắp tường rào Bazan (đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100303,100,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,WALL_COVERING,,15.12,50.4,1680,569.4915254,105.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá nắp tường rào Bazan (đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100353,100,0.0,35.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,WALL_COVERING,,17.64,50.4,1680,569.4915254,90.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá nắp tường rào Bazan (đá đen Đắk Nông) - Mặt đốt xịt nước, hai cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100403,100,0.0,40.0,0.0,3.0,0.0,ĐỐT XỊT,1.0,WALL_COVERING,,20.16,50.4,1680,569.4915254,60.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,100206,100,0.0,20.0,0.0,6.0,0.0,ĐỐT XỊT,1.0,PALISADE,,12,60,1000,338.9830508,300.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,50258,50,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,PALISADE,,7.98,63.84,798,270.5084746,144.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,PALISADE,,18.06,72.24,903,306.1016949,240.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,125258,125,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,PALISADE,,23.36,74.752,934.4,316.7457627,144.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá cây Bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,150258,150,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,PALISADE,,28.98,77.28,966,327.4576271,128.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá bậc thang Bazan (đá đen Đắk Nông) - 6 mặt đốt, xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,503515,50,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,1.0,BLOCK_STEP,,21.09,120.5142857,803.4285713,272.3486682,30.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá bậc thang Bazan (đá đen Đắk Nông) - 6 mặt đốt, xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1003515,100,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,1.0,BLOCK_STEP,,47.68,136.2285714,908.190476,307.8611783,120.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá bậc thang Bazan (đá đen Đắk Nông) - 6 mặt đốt, xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1253515,125,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,1.0,BLOCK_STEP,,61.69,141.0057143,940.0380953,318.6569815,60.0
X17,060221 (01/A-X178/21),01/A-X178/21,"Đá bậc thang Bazan (đá đen Đắk Nông) - 6 mặt đốt, xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1503515,150,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,1.0,BLOCK_STEP,,76.49,145.6952381,971.3015873,329.2547754,60.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá cây bazan (Đá đen Đắk Nông)  Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,19.24,76.96,962,326.1016949,120.0
X49,040221 (01/A-X499/21),01/A-X499/21,Đá Bluestone Cubic - Giả cổ rung,BLUESTONE,20105,20,0.0,10.0,0.0,5.0,0.0,GIẢ CỔ RUNG,4.0,CUBE,,0.444,22.2,444,164.4444444,10080.0
X19,030221 (04/A-X19/21),TAH 0421/APNN,"Đá cubic bazan - Mặt đốt, cạnh chẻ tay,đáy cưa",BAZAN XÁM,14148,14,0.0,14.0,0.0,8.0,0.0,ĐỐT XỊT,1.0,CUBE,42.00 usd/m2,0.8232,42,525,216.0493827,7546.0
X59,020221 (08/N-X59821),08/N-X598/21 (P/O 2102-002) ,"Đá lát granite đỏ Mặt trên đốt, các cạnh cưa, mặt đáy cưa.",GRANITE ĐỎ,60303,60,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,5.0,TILE,,6.84,38,1266.666667,469.1358025,250.0
X59,031120 (41/N-X59820),41/N-X598/20 (P/O 2011-005) ,"Đá granite cubic trắng Xuân Sơn Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,6000.0
X59,040821 (35/N-X59821),35/N-X598/21 (P/O 2108-019),"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,2999,29,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,1.362,52.18390805,579.8212006,214.7485928,360.0
X59,050521 (24/N-X59821),24/N-X598/21 (P/O 2105-011) ,"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,1999,19,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.785,45.90643275,510.071475,188.9153611,500.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá bậc thang Bazan  
6 mặt đốt và xịt nước, cạnh dài vạt mép 6mm, cạnh ngắn vạt mép 4mm",BAZAN ĐEN,803515,80,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,37.17,132.75,885,300,100.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá bậc thang Bazan  
6 mặt đốt và xịt nước, cạnh dài vạt mép 6mm, cạnh ngắn vạt mép 4mm",BAZAN ĐEN,1203515,120,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,62.37,148.5,990,335.5932203,104.0
X39,040123 (01/A-X399/23),01/A-X399/23 (PO 16005),"Đá cây bazan (Đá đen Đắk Nông)  Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,125258,125,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,24.7,79.04,988,334.9152542,198.0
X39,040219 (3/A-X399/19),3/A-X399/19 (PO 9467),"Đá nắp tường rào Bazan - mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc cạnh dài, rãnh kích thước 0.5x0.5cm cách mép 1.5 cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100303,100,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,14.4,48,1600,542.3728814,350.0
X39,040219 (3/A-X399/19),3/A-X399/19 (PO 9467),"Đá nắp tường rào Bazan - mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc cạnh dài, rãnh kích thước 0.5x0.5cm cách mép 1.5 cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100353,100,0.0,35.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,16.8,48,1600,542.3728814,300.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),Đá cây bazan - Chẻ tay tự nhiên,BAZAN XÁM,401212,40,0.0,12.0,0.0,12.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,PALISADE,2.070 usd/pc,2.07,43.125,359.375,121.8220339,90.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),Đá cây bazan - Chẻ tay tự nhiên,BAZAN XÁM,601212,60,0.0,12.0,0.0,12.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,PALISADE,3.240 usd/pc,3.24,45,375,127.1186441,112.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),Đá cây bazan - Chẻ tay tự nhiên,BAZAN XÁM,901212,90,0.0,12.0,0.0,12.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,PALISADE,5.180 usd/pc,5.18,47.96296296,399.691358,135.4885959,96.0
X19,140121 (03/A-X19/21),TAH 0321/APNN,Đá cubic bazan - chẻ tay tự nhiên. Hàng bốc tay,BAZAN XÁM,201010,20,0.0,10.0,0.0,10.0,0.0,CHẺ TAY TỰ NHIÊN,1.0,CUBE,0.470 usd/pc,0.47,23.5,235,101.3477089,31500.0
X26,130121(02/A-X269/21),02/A-X269/21 (order 1002866),"Đá Cây Bazan (Đá đen Đắknông) Tất cả các mặt cưa + đốt + xịt nước, tất cả các cạnh vạt mép 5mm      ",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,PALISADE,,17.8,71.2,890,301.6949153,220.0
X26,130121(02/A-X269/21),02/A-X269/21 (order 1002866),"Đá Cây Bazan (Đá đen Đắknông) Tất cả các mặt cưa + đốt + xịt nước, tất cả các cạnh vạt mép 5mm      ",BAZAN ĐEN,150258,150,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,PALISADE,,28.5,76,950,322.0338983,98.0
X26,130121(02/A-X269/21),02/A-X269/21 (order 1002866),"Đá Cây Bazan (Đá đen Đắknông) Tất cả các mặt cưa + đốt + xịt nước, tất cả các cạnh vạt mép 5mm      ",BAZAN ĐEN,200258,200,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,PALISADE,,40.4,80.8,1010,342.3728814,50.0
X59,050521 (24/N-X59821),24/N-X598/21 (P/O 2105-011) ,"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,2999,29,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,1.362,52.18390805,579.8212006,214.7485928,720.0
X59,041120 (42/N-X59820),42/N-X598/20 (P/O 2011-025) ,"Đá cubic Granite trắng Xuân Sơn Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,3000.0
X59,041120 (42/N-X59820),42/N-X598/20 (P/O 2011-025) ,"Đá cubic Granite trắng Xuân Sơn Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,1999,19,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.785,45.90643275,510.071475,188.9153611,750.0
X59,031120 (41/N-X59820),41/N-X598/20 (P/O 2011-005) ,"Đá granite cubic trắng Xuân Sơn Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,3500.0
X59,080921 (41/N-X59821),41/N-X598/21 (P/O 2109-032) ,"Đá cubic Granite trắng Xuân Sơn
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,6000.0
X59,020921 (37/N-X59821),37/N-X598/21 (P/O 2109-002) ,"Đá cubic Granite trắng Xuân Sơn
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,6000.0
X59,090221 (09/N-X59821),09/N-X598/21 (P/O 2102-034) ,"Đá cubic Granite trắng Xuân Sơn
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,4000.0
X59,010922 (23/N-X598/22),23/N-X598/22 (P/O 2208-035),"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,5000.0
X59,010922 (23/N-X598/22),23/N-X598/22 (P/O 2208-035),"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,2000.0
X59,110622 (17/N-X59822),17/N-X598/22 (P/O 2206-025) ,"Đá cubic Granite trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,2000.0
X59,110322 (07/N-X59822),07/N-X598/22 (P/O 2203-026) ,"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,4000.0
X59,110322 (07/N-X59822),07/N-X598/22 (P/O 2203-026) ,"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,2000.0
X59,110322 (07/N-X59822),07/N-X598/22 (P/O 2203-026) ,"Đá cubic Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,1999,19,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.785,45.90643275,510.071475,188.9153611,1000.0
X59,060322 (05/N-X59822),05/N-X598/22 (P/O 2203-011),"Đá cubic Granite trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,995,9,0.0,9.0,0.0,5.0,0.0,TẨY,5.0,CUBE,,0.211,26.04938272,520.9876544,192.9583905,4000.0
X59,060322 (05/N-X59822),05/N-X598/22 (P/O 2203-011),"Đá cubic Granite trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,1999,19,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.785,45.90643275,510.071475,188.9153611,500.0
X59,060322 (05/N-X59822),05/N-X598/22 (P/O 2203-011),"Đá cubic Granite trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt ",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,1000.0
X59,010222 (03/N-X59822),03/N-X598/22 (P/O 2201-035) ,"Đá cây Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,1501010,150,0.0,10.0,0.0,10.0,0.0,TẨY,5.0,PALISADE,,14.25,95,950,351.8518519,2.0
X59,010222 (03/N-X59822),03/N-X598/22 (P/O 2201-035) ,"Đá cây Granite Trắng Xuân Sơn 
Cắt máy, tẩy đẹp 6 mặt",GRANITE TRẮNG,1201010,120,0.0,10.0,0.0,10.0,0.0,TẨY,5.0,PALISADE,,11.4,95,950,351.8518519,6.0
X19,080121 (02/A-X19/21),TAH 0221/APNN,"Đá cubic bazan - Mặt đốt, đáy cưa, 4 cạnh chẻ tay tự nhiên",BAZAN XÁM,14145,14,0.0,14.0,0.0,5.0,0.0,ĐỐT XỊT,1.0,CUBE,0.534 usd/pc,0.534,27.24489796,544.8979592,212.4358515,21560.0
X26,070121(01/A-X269/21),01/A-X269/21 (order 1002861),"Đá lát Granite Xám G654 Tất cả cạnh cưa, mặt trên đốt chải 1 lần, vạt mép 3mm",GRANITE XÁM,60403,60,0.0,40.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,TILE,,5.1408,21.42,714,246.2068966,816.0
X26,070121(01/A-X269/21),01/A-X269/21 (order 1002861),"Đá lát Granite Xám G654 Tất cả cạnh cưa, mặt trên đốt chải 1 lần, vạt mép 3mm",GRANITE XÁM,60303,60,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,TILE,,3.8556,21.42,714,246.2068966,816.0
X26,070121(01/A-X269/21),01/A-X269/21 (order 1002861),"Đá lát Granite Xám G654 Tất cả cạnh cưa, mặt trên đốt chải 1 lần, vạt mép 3mm",GRANITE XÁM,60603,60,0.0,60.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,TILE,,7.812,21.7,723.3333333,249.4252874,476.0
X59,011221 (50/N-X59821),50/N-X598/21 (P/O 2112-005) ,"Đá cubic Granite Trắng Xuân Sơn 
Tẩy đẹp 6 mặt",GRANITE TRẮNG,999,9,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.372,45.92592593,510.2880659,188.99558,1500.0
X59,011221 (50/N-X59821),50/N-X598/21 (P/O 2112-005) ,"Đá cubic Granite Trắng Xuân Sơn 
Tẩy đẹp 6 mặt",GRANITE TRẮNG,1999,19,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,0.785,45.90643275,510.071475,188.9153611,750.0
X59,191020 (38/N-X59820),38/N-X598/20 (P/O 2010-046) ,Đá cubic Granite Trắng Xuân Sơn Tẩy đẹp 6 mặt ,GRANITE TRẮNG,2999,29,0.0,9.0,0.0,9.0,0.0,TẨY,5.0,CUBE,,1.362,52.18390805,579.8212006,214.7485928,540.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),Đá cây bazan - Chẻ tay tự nhiên,BAZAN XÁM,1201212,120,0.0,12.0,0.0,12.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,PALISADE,7.260 usd/pc,7.26,50.41666667,420.1388889,158.5429769,140.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),"Đá cây bazan - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,50258,50,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,7.25,58,725,245.7627119,144.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),"Đá cây bazan - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,75258,75,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,10.88,58.02666667,725.3333334,245.8757062,168.0
X39,040819 (14/A-X399/19),14/A-X399/19 (10404),"Đá cây bazan - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,15.2,60.8,760,257.6271186,140.0
