Mã KH,LSX,PI,Mô tả Sản Phẩm,LOẠI ĐÁ,Kích thước ,L,L2,W,W2,H,H2,CÁCH GIA CÔNG,KHU VỰC,ỨNG DỤNG,Đơn giá,usd_pc,usd_m2,usd_m3,usd_ton,Pcs
,,,,,,,0.0,,0.0,,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
X33,13012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, đáy cưa, vạt mép",BAZAN ĐEN,20146,20,,14.0,,6.0,,ĐỐT XỊT,3.0,CUBE,,39,,,,
X27,05062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên băm, cạnh và đáy chẻ tay",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,111.3,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên băm, cạnh chẻ tay, đáy cưa đốt (DEEPEST RED)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,112.95,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên cưa băm, cạnh và đáy chẻ tay (DEEPEST RED)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,115.35,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên băm, cạnh chẻ tay, đáy cưa đốt (LIGHT RED)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,99.75,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên cưa băm, cạnh và đáy chẻ tay (LIGHT RED)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,101.85,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên băm, cạnh chẻ tay, đáy cưa đốt (VIOLET)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,94.8,,,,
X27,03062025 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên cưa băm, cạnh và đáy chẻ tay (VIOLET)",GRANITE ĐỎ,15-251515,15,25.0,15.0,,15.0,,BĂM,2.0,CUBE,,96.75,,,,
X27,250175 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt chải, cạnh chẻ tay",BAZAN ĐEN,231512,23,,15.0,,12.0,,ĐỐT XỊT,2.0,CUBE,,71.4,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên đốt chải, cạnh chẻ tay",GRANITE ĐỎ,999,9,,9.0,,9.0,,ĐỐT XỊT,2.0,CUBE,,65.34,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên đốt chải, cạnh và đáy chẻ tay",GRANITE ĐỎ,999,9,,9.0,,9.0,,ĐỐT XỊT,2.0,CUBE,,66.82,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên đốt chải, cạnh chẻ tay",GRANITE ĐỎ,10109,10,,10.0,,9.0,,ĐỐT XỊT,2.0,CUBE,,59.4,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt trên đốt chải, cạnh và đáy chẻ tay",GRANITE ĐỎ,10109,10,,10.0,,9.0,,ĐỐT XỊT,2.0,CUBE,,60.75,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Chẻ tay tự nhiên, cạnh cưa",GRANITE ĐỎ,604010,60,,40.0,,10.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,77.5,,,,
X27,250078 (Quotation),Quotation,"GRANITE ĐỎ, Cubic-Mặt đốt chải, cạnh cưa",GRANITE ĐỎ,604010,60,,40.0,,10.0,,ĐỐT XỊT,2.0,CUBE,,79.5,,,,
X27,250056 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 2/2mm",BAZAN ĐEN,80403,80,,40.0,,3.0,,ĐỐT XỊT,2.0,SLAB,,28,,,,
X27,250056 (Quotation),Quotation,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",BAZAN XÁM,602510,60,,25.0,,10.0,,CƯA LỘT TAY,2.0,PALISADE,,6.9,,,,
X27,250056 (Quotation),Quotation,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",BAZAN XÁM,1002510,100,,25.0,,10.0,,CƯA LỘT TAY,2.0,PALISADE,,12.5,,,,
X27,250056 (Quotation),Quotation,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",BAZAN XÁM,2252510,225,,25.0,,10.0,,CƯA LỘT TAY,2.0,PALISADE,,39.94,,,,
X27,250035 (Quotation),Quotation,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",BAZAN ĐEN,1003516,100,,35.0,,16.0,,ĐỐT XỊT,2.0,BLOCK_STEP,,,,,,
X27,250035 (Quotation),Quotation,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",BAZAN ĐEN,1503516,150,,35.0,,16.0,,ĐỐT XỊT,2.0,BLOCK_STEP,,,,,,
X27,250035 (Quotation),Quotation,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",BAZAN ĐEN,1853516,185,,35.0,,16.0,,ĐỐT XỊT,2.0,BLOCK_STEP,,,,,,
X27,250035 (Quotation),Quotation,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",BAZAN ĐEN,2503516,250,,35.0,,16.0,,ĐỐT XỊT,2.0,BLOCK_STEP,,,,,,
X27,250035 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đối chải, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,100-15060-703,100,150.0,60.0,70.0,3.0,,ĐỐT CHẢI,2.0,SLAB,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,40203,40,,20.0,,3.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,60403,60,,40.0,,3.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,80403,80,,40.0,,3.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,40206,40,,20.0,,6.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,60406,60,,40.0,,6.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,03062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt chải, cạnh cưa, vạt mép 3mm",BAZAN ĐEN,80406,80,,40.0,,6.0,,ĐỐT CHẢI,2.0,TILE,,,,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,40203,40,,20.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,24,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,60403,60,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,25.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,80403,80,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,27.5,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,40206,40,,20.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,41.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,60406,60,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,43.6,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,80406,80,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,48.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,40203,40,,20.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,25,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,60403,60,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,26.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,80403,80,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,28.5,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,40206,40,,20.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,43.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,60406,60,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,45.6,,,
X26,23042025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN ĐEN,80406,80,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,50.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,40203,40,,20.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,24,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,60403,60,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,25.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,80403,80,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,27.5,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,40206,40,,20.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,41.2,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,60406,60,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,43.6,,,
X26,23042025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt, cạnh chẻ tay, vạt mép 3mm",BAZAN XÁM,80406,80,,40.0,,6.0,,ĐỐT XỊT,2.0,TILE,,,48.2,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,555,5,,5.0,,5.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,21,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,777,7,,7.0,,7.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,28.7,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,999,9,,9.0,,9.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,33.3,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,101010,10,,10.0,,10.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,34,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,161616,16,,16.0,,16.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,57.6,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,191616,19,,16.0,,16.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,57.6,,,
X26,01042025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,221616,22,,16.0,,16.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,57.6,,,
X26,24012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,555,5,,5.0,,5.0,,ĐỐT XỊT,2.0,CUBE,,,35,,,
X26,24012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,999,9,,9.0,,9.0,,ĐỐT XỊT,2.0,CUBE,,,54,,,
X26,24012025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,555,5,,5.0,,5.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,18.25,,,
X26,24012025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,999,9,,9.0,,9.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,31.5,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,8-118-118,8,11.0,8.0,11.0,8.0,,ĐỐT XỊT,2.0,CUBE,,,48,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,8-118-1110,8,11.0,8.0,11.0,10.0,,ĐỐT XỊT,2.0,CUBE,,,60,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Chẻ tay tự nhiên",BAZAN ĐEN,8-118-118,8,11.0,8.0,11.0,8.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,44.8,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Chẻ tay tự nhiên",BAZAN ĐEN,8-118-1110,8,11.0,8.0,11.0,10.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,56,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,10108,10,,10.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,15108,15,,10.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,20108,20,,10.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Chẻ tay tự nhiên",BAZAN ĐEN,10108,10,,10.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,43.2,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Chẻ tay tự nhiên",BAZAN ĐEN,15108,15,,10.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,43.2,,,
X23.2,15072025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Chẻ tay tự nhiên",BAZAN ĐEN,20108,20,,10.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,43.2,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,1788,17,,8.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,17178,17,,17.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,26178,26,,17.0,,8.0,10.0,ĐỐT XỊT,2.0,CUBE,,,48,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,1788,17,,8.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,28.8,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,17178,17,,17.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,28.8,,,
X23.2,21032025 (Quotation),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,26178,26,,17.0,,8.0,10.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,29.6,,,
X23.1,INQ2503001 (Quotation),Quotation,"BAZAN ĐEN, Đá vành-Mặt đốt, da đá tự nhiên, đáy cưa",BAZAN ĐEN,40-5040-505-6,40,50.0,40.0,50.0,5.0,6.0,ĐỐT XỊT,2.0,BLOCK_STEP,,,7.5,,,
X21.2,09062025 (Quotation 6),Quotation,"BLUESTONE, Đá lát-Hone",BLUESTONE,"18032,510",180,,32.5,,10.0,,HONE,2.0,PAVING,,,90.68,,,
X21.2,09062025 (Quotation 6),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,80403,80,,40.0,,3.0,,GIẢ CỔ RUNG,2.0,TILE,,,29.81,,,
X21.2,09062025 (Quotation 6),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,60603,60,,60.0,,3.0,,GIẢ CỔ RUNG,2.0,TILE,,,28.73,,,
X21.2,09062025 (Quotation 6),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,2055,20,,5.0,,5.0,,GIẢ CỔ RUNG,2.0,PAVING,,,23.7,,,
X21.2,11042025 (Quotation 5),Quotation,"BAZAN ĐEN, Đá lát-6 mặt đốt xịt nước, vạt mép 3mm",BAZAN ĐEN,80403,80,,40.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,28.2,,,
X21.2,11042025 (Quotation 5),Quotation,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép 3mm",BAZAN ĐEN,1503515,150,,35.0,,15.0,,ĐỐT XỊT,2.0,BLOCK_STEP,,,80.72,,,
X21.2,11042025 (Quotation 5),Quotation,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3mm",BAZAN ĐEN,100258,100,,25.0,,8.0,,ĐỐT XỊT,2.0,KERB,,,19.8,,,
X21.2,11042025 (Quotation 5),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, chải",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,101010,10,,10.0,,10.0,,ĐỐT XỊT,2.0,CUBE,,,55.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,161614,16,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,80.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,181614,18,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,80.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,201614,20,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,80.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,221614,22,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,80.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,101010,10,,10.0,,10.0,,ĐỐT XỊT,2.0,CUBE,,,57.5,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,161614,16,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,83.3,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,181614,18,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,83.3,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,201614,20,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,83.3,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,221614,22,,16.0,,14.0,,ĐỐT XỊT,2.0,CUBE,,,83.3,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,101010,10,,10.0,,10.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,35,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,161614,16,,16.0,,14.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,51.1,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,181614,18,,16.0,,14.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,51.1,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,201614,20,,16.0,,14.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,51.1,,,
X21.2,05022025 (Quotation 4),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,221614,22,,16.0,,14.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,51.1,,,
X21.2,04022025 (Quotation 3),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,2.0,CUBE,,,46.4,,,
X21.2,04022025 (Quotation 3),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,151512,15,,15.0,,12.0,,ĐỐT XỊT,2.0,CUBE,,,67.8,,,
X21.2,04022025 (Quotation 3),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,10108,10,,10.0,,8.0,,ĐỐT XỊT,2.0,CUBE,,,43.2,,,
X21.2,04022025 (Quotation 3),Quotation,"BAZAN XÁM, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN XÁM,151512,15,,15.0,,12.0,,ĐỐT XỊT,2.0,CUBE,,,63.6,,,
X21.2,04022025 (Quotation 2),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,10109-11,10,,10.0,,9.0,11.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,46,,,
X21.2,04022025 (Quotation 2),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,16-221614,16,22.0,16.0,,14.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,46.8,,,
X21.2,04022025 (Quotation 2),Quotation,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",BAZAN XÁM,161616,16,,16.0,,16.0,,CHẺ TAY TỰ NHIÊN,2.0,CUBE,,,95.2,,,
X21.2,15012025 (Quotation 1),Quotation,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",BAZAN ĐEN,40603,40,,60.0,,3.0,,ĐỐT XỊT,2.0,TILE,,,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt",BAZAN XÁM,1102010,110,,20.0,,10.0,,ĐỐT XỊT,1.0,KERB,,20.9,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Mặt trên đốt, cạnh cưa, R=100mm",BAZAN XÁM,1002018,100,,20.0,,18.0,,ĐỐT XỊT,1.0,KERB,,37.8,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt, R=28m outw",BAZAN XÁM,"78,55050",78.5,,50.0,,50.0,,ĐỐT XỊT,1.0,KERB,,294.38,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt, R=25m outw",BAZAN XÁM,"78,55050",78.5,,50.0,,50.0,,ĐỐT XỊT,1.0,KERB,,294.38,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt, R=20m inw",BAZAN XÁM,"78,55050",78.5,,50.0,,50.0,,ĐỐT XỊT,1.0,KERB,,294.38,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt, R=20m outw",BAZAN XÁM,"78,55050",78.5,,50.0,,50.0,,ĐỐT XỊT,1.0,KERB,,294.38,,,,
X12,21022025 (Quotation),Quotation,"BAZAN XÁM, Đá cây-Cạnh cưa, mặt trên đốt, R=15m outw",BAZAN XÁM,"78,55050",78.5,,50.0,,50.0,,ĐỐT XỊT,1.0,KERB,,294.38,,,,
